title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
Excel / Data Expert,Data Engineer,TUMMOC,"Bengaluru, Karnataka","Performing analysis to assess quality and meaning data.
Analytics, Business Intelligence and Reporting for ride data.
PowerBI or any BI Tools.",EmployerActive 5 days ago,"Up to ₹1,80,000 a year",2023-03-15,/company/Transhelp-Technologies-Pvt-Ltd/jobs/Excel-e6fc8b83c8221c94?fccid=5c82ec32961d6cee&vjs=3
2023 University Graduate (U.S.) - Startup Engineer,Data Engineer,Bechtel,Andaman and Nicobar Islands,"Compiles, evaluates the correlates data for procedures and system files;
We provide startup, commissioning, training, operations, and equipment maintenance for…",PostedPosted 30+ days ago,?,2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0D1HrGvM3IO11DU-hdc4u4iftvEi0SlREeNwZASq2ihTw1OyUwQHweFYxnUKMnFMovCpwHHcTHNRPXQkZp6wlv9hovilkw9F2Cn47tTXglv_e9l5OlsluUKAc4OLIuqik9jRxYvA2IKiV9PsRJc_Orqt882u8P4Nj6yKVpdZ1TY-o4e7F1MUbtFIaQ_6s1t8ckXvBiSl15h3im2s-0fj-4OUEtiYpX3hBurc0Vu1BZotNWLofAKGy1RGusfg8RKRn6A5KnlIEodwx75aXICOvavefdPu50lfPJW_v5El6bWnRkKvxohdaOa8oeHIemVelp5sTsU4qyn6HUHFJch3vzcN5pXJBUDP3XawCAcGZo5ZLqnLHY9Irj3JsPVXRtJNmY57Wjyv1H_pe_uPyXQeI4k-WEBC9wM8dUSxt1XJc3wRSzC6EOYaPVT3LxBns2l0rZ9HnNOwtdR_ZdJxCoDcSUP6Ny-2hmkPzWY1BfTK8HlYRU3V7h15Yld_dqc2KQ08yHaSKcgQ0-qA_1TYMoCmwVJebr3hKZgW7Dz-MTzaPTMcPFTWuboubw9eTPQVKahe_TlOUh1EqdaeUzXLKGJtMsRx7cDovZkWZH5VhUTNJU-cb2Cxyd9F8m2It5fV4ZQVIPqR9v1he7jUgX3QUJaZ5y57eu0scTR2pjWN-d7Y49zyA==&xkcb=SoCT-_M3SyqmgxxZUJ0ObzkdCdPP&p=13&fvj=0&vjs=3
Data Engineer,Data Engineer,GKN Aerospace,"Bengaluru, Karnataka","Familiarity with data modeling, data warehousing, and data lake architectures.
Experience with big data technologies and cloud-based data platforms.",PostedPosted 21 days ago,?,2023-03-15,/rc/clk?jk=d6c175a403772255&fccid=c63673380ae8fbab&vjs=3
Data Engineer,Data Engineer,Muvi,"Bhubaneshwar, Orissa","Work with stakeholders to assist with data-related technical issues and support their data infrastructure needs.
Good Understanding of SQL queries.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=a5f1eea82cf4d2c5&fccid=d672468a5edd9327&vjs=3
"Data Engineer, Data Engineering",Data Engineer,Cardinal Health,"Bengaluru, Karnataka","Analyze system monitoring data and make the corrections/enhancements to the Data and ML Ops Platform.
Augmented Intelligence (augIntel) builds automation,…",PostedPosted 8 days ago,?,2023-03-15,/rc/clk?jk=3e7ed7f1f6f37191&fccid=87b328666e50453b&vjs=3
Data Engineer,Data Engineer,Falcon Chase International,"Noida, Uttar Pradesh","Data engineer: 3 years (Preferred).
Unix Scripting and SQL programming for data profiling.
General understanding of analytics and statistics.",EmployerActive 1 day ago,"₹10,80,337 - ₹22,22,967 a year",2023-03-15,/company/Falcon-Chase-International/jobs/Data-Engineer-f9e6442b432dfe90?fccid=6152532a8217d89f&vjs=3
Machine Learning Engineer - NLP,Data Engineer,Taiyo.Ai,Remote,"Partner with data engineers and data scientists to put together an actionable plan based on insights and metrics gathered.
Total work: 1 year (Preferred).",PostedPosted 15 days ago,"₹4,00,000 - ₹7,00,000 a year",2023-03-15,/company/Taiyo.Ai/jobs/Machine-Learning-Engineer-2b9606aa128889dc?fccid=202300b64706fdae&vjs=3
Data Engineer 2,Data Engineer,PayPal,"Hyderabad, Telangana+2 locations",This role also will be responsible for creating Data Hubs using variety of technologies to serve the master data for applications is different security zones.,PostedPosted 14 days ago,?,2023-03-15,/rc/clk?jk=2f7f177756e2130a&fccid=978d9fd9799d55a8&vjs=3
Data Visualization Engineer,Data Engineer,Navikenz,"Bengaluru, Karnataka","Connecting to different data sources, importing data, and transforming data for Business intelligence.
Experience of querying, extracting and modelling data.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=e7d66e1177d36db6&fccid=11f21f526e0e65f1&vjs=3
Data Engineer - Azure,Data Engineer,Assisto,"Remote in Indore, Madhya Pradesh","Minimum 2+ Years experience utilizing *Azure Stack for data analytics platforms (Data Factory, Data Lake, Machine Learning, SQL Warehouse, Data Bricks, Power BI…",EmployerActive 3 days ago,"₹1,20,000 - ₹1,60,000 a month",2023-03-15,/company/EMPOWER-PROFESSIONALS/jobs/Data-Engineer-0ac70deca5593e47?fccid=de967b13f80e83ba&vjs=3
2023 University Graduate (U.S.) - Startup Engineer,Data Engineer,Bechtel,Andaman and Nicobar Islands,"Compiles, evaluates the correlates data for procedures and system files;
We provide startup, commissioning, training, operations, and equipment maintenance for…",PostedPosted 30+ days ago,?,2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0D1HrGvM3IO11DU-hdc4u4iftvEi0SlREeNwZASq2ihTw1OyUwQHweFYxnUKMnFMovCpwHHcTHNRPXQkZp6wlv9hovilkw9F2Cn47tTXglv_e9l5OlsluUKAc4OLIuqik9jRxYvA2IKiV9PsRJc_Orqt882u8P4Nj6O9ane30FMfdFa37V1DdUe3cTe6uC8OOqqdSJtsKIpzYK1ndcJH2YPClbPUwe5wrP10U1vZShv1wr4xVriftBpdksWGtnk_Wbkav_UtxAeWOHe8sfAQ299-94wnkZNZPv27Q13eZEIm9VY4wrirRsAJQ6U2R4lvBuI4PqPzUq7Qz6PMnzVPkf8tcCO6LK8jqayyRytML1VxGn_DRpO-6kyUXC_m0NlgDUnLuKUZH4IaiUZnxRbSqrgPIEyObbjRX77n9FEPGoWtDTRY65DtxjvbkKUZ5iZgCQxwZWp2MYvG6uRo3cl6DkjVGeOejtZqTy1aq3Ee8DF_si7WXe_AuwwQpEp0Vv62bfmJDa7_saQSa_t-TK3UQZc0Xys2hEW_oQV8picaTlszR8YWKiXKte5Cig3uOK3UQxVDUl9-aIzT44g4hrselF1MWGsUVg7ybTnUDPFM373qyXS93IrfIbGnGwOWWqL1lM8XK3V6fAZW0y32oQpsVS3jpE3nYz4l0bH4CL0n1htRQ==&xkcb=SoBg-_M3Syql3eSFmx0JbzkdCdPP&p=11&fvj=0&vjs=3
Data Engineer,Data Engineer,way to job placement,"Chennai, Tamil Nadu","Adept understanding of various data science approaches, machine learning algorithms, and statistical methods.
Develop and enhance algorithms and models to solve…",EmployerActive 2 days ago,"₹6,58,343 - ₹20,72,355 a year",2023-03-15,/company/way-to-job-placement/jobs/Data-Engineer-2170aefd3eb59530?fccid=a4f6b74d3b771331&vjs=3
Data engineer,Data Engineer,L&T Technology Services Ltd.,"Hyderabad, Telangana","Mentor other engineers, with sharp analytical abilities, and proven design skills.
Secondary Skill : Unix & PL-SQL.
Awareness of AWS ecosystem is an advantage.",Hiring ongoing,"From ₹90,000 a month",2023-03-15,/company/L&T-Technology-Services-Ltd./jobs/Data-Engineer-ad8ee651632e14aa?fccid=4ed03476a1620afb&vjs=3
Data Engineer,Data Engineer,NatWest Group,"Chennai, Tamil Nadu+2 locations","You’ll be carrying out data engineering tasks to build, maintain, test and optimise a scalable data architecture, as well as carrying out data extractions,…",PostedPosted 12 days ago,?,2023-03-15,/rc/clk?jk=de71ce0fc693d515&fccid=4a3a2b1eb3ec0691&vjs=3
Data Engineer,Data Engineer,Astegic,India,"Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.
The Data Engineer will support our software developers, database…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=c82b40a144c8890c&fccid=93c12516a50e6aeb&vjs=3
M&P Engineer — Data Analysis,Data Engineer,Airbus,"Bengaluru, Karnataka","In-Depth knowledge on various data analysis methods such as regression, sensitivity analysis, DOE etc.
Exposure to use of Coding tools and methods for analyzing…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=f58d89125e177ee6&fccid=2d0740e02e80cf22&vjs=3
2023 University Graduate (U.S.) - Startup Engineer,Data Engineer,Bechtel,Andaman and Nicobar Islands,"Compiles, evaluates the correlates data for procedures and system files;
We provide startup, commissioning, training, operations, and equipment maintenance for…",PostedPosted 30+ days ago,?,2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0D1HrGvM3IO11DU-hdc4u4iftvEi0SlREeNwZASq2ihTw1OyUwQHweFYxnUKMnFMovCpwHHcTHNRPXQkZp6wlv9hovilkw9F2Cn47tTXglv_e9l5OlsluUKAc4OLIuqik9jRxYvA2IKiV9PsRJc_Orqt882u8P4Nj6Ir8lkmuqdydez_uySsxtZCQNNsI7LRVaEjO3o5g_t5dKSeEg_Z_iP34EsV-8hw3xNjgZo8SsxmDOUp_fZKUI05g7WxBCtTNFEClG0s418LpoV-XxJ5DMr0z6tOcf1A7n9DCNXK-54WQ8-7H8CcPS6rNnknfrAob1ag_DzeG0gZFvCfg7SC8_ZXy5Ya1NfzNTAT3x7F13TtXSwmju7jcblede8k5TjD5YQD5y7z399MRzOiJuxiC0kkcvpQpqXV0EwYYtD5VJ-xzi4H6iMwva4mhXbTDtA9BcCM5uaKhrG5ki0We98AzqJccmwAhIBL1lPZ5DyEP2dTFPwXnR-IAy3xJb2Pe4WQdhADf53izalp8ifW4DukhG4vWurGJ6Tvb-sPVKb5zJQO6VJ4JrcUmN7vFMSVS16Dm9zBgZRIr88sV5r1lPYuQmeZhN1MzDCXMAQhdXy46ZT7zt4eVysNdCbrJcLowX96bX91VHqSMtIv-UVQpV1UN_mCDwLcWNcuijSY7JjCutWvg==&xkcb=SoDt-_M3SyqlFvwHq50LbzkdCdPP&p=12&fvj=0&vjs=3
Data Engineer,Data Engineer,Barclays,"Pune, Maharashtra","Expert in data sourcing – Liaise with data source owners to understand available data sets, define regular data extracts to facilitate manipulation/analysis…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=ec5e9aa9bb18d0cf&fccid=057abf3fd357e717&vjs=3
Platform Data Engineer with Snowflake,Data Engineer,IBST Private Limited,India,"Minimum 2 years in Snowflake with Snowflake Platform Setup experience.
Should have development experience on Platform with RBAC implementation.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=72da55e8845268c7&fccid=39fccf55504681f3&vjs=3
Junior Data Engineer,Data Engineer,SmartInternz,"Hyderabad, Telangana","Proficient in Python/Pyspark/Scala.
Knowledge on DataBases(SQL,MySql etc) and cloud.
Kafka/Flume/Kinesis/Data Streaming.",PostedPosted 30+ days ago,"₹3,00,000 - ₹5,00,000 a year",2023-03-15,/rc/clk?jk=75bf0f532f300e41&fccid=87d7df9d597afef2&vjs=3
Data Engineer,Data Engineer,Blazeclan Technologies,"Pune, Maharashtra","Collecting data based on key performance indicators (KPIs) and transforming that data into actionable insights.
Analyze and organize raw data.",PostedPosted 14 days ago,?,2023-03-15,/rc/clk?jk=a0211fc5009da95e&fccid=8b651b1d91977216&vjs=3
Analytics Engineer / Data Engineer,Data Engineer,Colgate-Palmolive,"Mumbai, Maharashtra","Assist with data-related technical issues and support their data infrastructure needs.
Work with data and analytics to strive for greater functionality in our…",PostedPosted 9 days ago,?,2023-03-15,/rc/clk?jk=5aefe58d1e32feaf&fccid=d9162e48c444e6e3&vjs=3
Data Engineer,Data Engineer,Copernicus Consulting Pvt Ltd,"Remote in Chennai, Tamil Nadu","Knowledge in handling high volume of data and data management.
Understand the underlying data and flow of data.
Knowledge in handling Financial Data.",PostedPosted 15 days ago,?,2023-03-15,/company/Copernicus-Consulting-Pvt-Ltd/jobs/Data-Engineer-26ca13c58e5b942f?fccid=60b71a14e93b47a6&vjs=3
Data Engineering_Engineer,Data Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Education: Masters/Bachelors in Computer Science, Electrical / Electronics or Equivalent engineering –.
Excellent Programming skills in Python & JavaSript.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=61d9e4c435be52ae&fccid=9ab138c02aaca829&vjs=3
Data Engineer,Data Engineer,IdealCrew,"Pune, Maharashtra",Knowledge and experience in Python for data manipulation or back-end API or framework development (NOT applications development unless a person with app…,PostedPosted 29 days ago,"₹15,00,000 - ₹33,00,000 a year",2023-03-15,/rc/clk?jk=61b242521110a878&fccid=1ba5f95073d12246&vjs=3
Data Engineer,Data Engineer,Deutsche Bank,"Pune, Maharashtra+1 location",Partner with Service/Backend Engineers to integrate data provided by legacy IT solutions into your designed databases and make it accessible to the services…,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=afd95aa21a1ccb11&fccid=f1d8e147024abb3f&vjs=3
Data Engineer – ED&A,Data Engineer,Nike,"Bengaluru, Karnataka","Participate in design, code, test plans and dataset implementation performed by other data engineers in support of maintaining data engineering standards.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=13a4c61f0108ab1e&fccid=2c62e4de04b8f952&vjs=3
Junior Software Engineer (Remote),Data Engineer,Pi-xcels,"Remote in Bengaluru, Karnataka","Utilize technologies from Firebase/GCP and help build data pipelines to aid our data engineering.
We are looking for a software engineer comfortable with web…",EmployerActive 8 days ago,"₹2,50,000 - ₹5,00,000 a year",2023-03-15,/company/Pi--Xcels/jobs/Junior-Software-Engineer-7bf6c49e11ec5efc?fccid=10f2d704a7032219&vjs=3
2023 University Graduate (U.S.) - Startup Engineer,Data Engineer,Bechtel,Andaman and Nicobar Islands,"Compiles, evaluates the correlates data for procedures and system files;
We provide startup, commissioning, training, operations, and equipment maintenance for…",PostedPosted 30+ days ago,?,2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0D1HrGvM3IO11DU-hdc4u4iftvEi0SlREeNwZASq2ihTw1OyUwQHweFYxnUKMnFMovCpwHHcTHNRPXQkZp6wlv9hovilkw9F2Cn47tTXglv_e9l5OlsluUKAc4OLIuqik9jRxYvA2IKiV9PsRJc_Orqt882u8P4Nj4D_Rkg8lE2EkkJKmBx5sJ7z0AzTzE1c7gT_fmikCvP5bb7SyBlIYUI9VN7Y0ypTcNRX6MEL7EgO3RsL26TjTY-zBRggWSnQqV-bShI9f5dkfoBM7FFDjshqYRtNciPVRb37hpB_98XqxSvN-jY5iJaOI1jBnfI15_A7kA3FuEtmYwyXHo9ahoyFaIAvTUxFFCdg63B8SUgrWnKsDaMyu1e46ytGDGKy5WaNyGxjGO2GU1NBRdfbB8-_gvx3neLCXrAeG_SrNCAR13A_Qpf7ngxgzygCzeH2yWqUq-5B8yKPG51AKGmUHlZf-OTY3DvbcQGwWchRNkvBctIFbmRzz3m9c35wSpw1PHmrY3zLIg7FVY9eWxLr5q8PaFn6aHIIJctiUmKWv6h3aNwBSeoNdL1af3B6-8_icHg_1Zn_FVqaUBtCaNyVQOZz-KrDRo24n0VSArVTblxdzhreVi5RhtDodMdriQDyPgAVIolXte6-DUvJeKX36mEUL-A0fUC46Jb3oHC3SNEfA==&xkcb=SoDC-_M3SyqkvOQHmR0CbzkdCdPP&p=13&fvj=0&vjs=3
Data Engineer II (SQL Developer),Data Engineer,Nissan,"Thiruvananthapuram, Kerala",Participate in community of practice with other engineers to help drive the technical roadmap of the organization.,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=68035fe846f89e37&fccid=154ba50a8fca4d5c&vjs=3
Wobot.ai - Computer Vision Engineer,Data Engineer,Wobot.ai,Remote,"Work Actively as a part of the Computer Vision and Deep Learning Team to Train Computer Vision Models.
Work Closely with the Data Science Team for Appropriate…",EmployerActive 1 day ago,"₹5,00,000 - ₹8,00,000 a year",2023-03-15,/company/Wobot.ai/jobs/-e15993a2174fc171?fccid=8363f2c75e626c73&vjs=3
Data engineer,Data Engineer,OptimHire,"Bengaluru, Karnataka","Big data: 1 year (Required).
Data engineer: 2 years (Required).
2+ years of design and implementation experience in big data technologies3.",EmployerActive 9 days ago,"₹10,00,000 - ₹20,00,000 a year",2023-03-15,/company/Optim-hire/jobs/Data-Engineer-401e6505ac5e17b3?fccid=f6fe9192702d0d26&vjs=3
Data Engineer,Data Engineer,Zuma,"Bengaluru, Karnataka","Experience building and optimizing ‘big data' data pipelines, architectures and data sets.
The Data Engineer will support our software developers, database…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=35714c945d4a8780&fccid=337a0fb6be987a37&vjs=3
Data Engineer,Data Engineer,WinZO,"New Delhi, Delhi","Experience troubleshooting data quality issues, analysing data requirements.
Work with internal and external stakeholders to assist with data-related technical…",EmployerActive 13 days ago,?,2023-03-15,/rc/clk?jk=f1bdfc23d02398ec&fccid=c84ec43ebd794bd4&vjs=3
Data Warehouse Engineer,Data Engineer,Optim hire,"Remote in Delhi, Delhi","Experience as a data warehouse engineer or in a similar role.
Technical expertise with data models, data mining, and segmentation techniques.",PostedPosted 30+ days ago,"₹6,00,000 - ₹14,00,000 a year",2023-03-15,/company/Optim-hire/jobs/Data-Warehouse-Engineer-6f9c73bb6d47db64?fccid=f6fe9192702d0d26&vjs=3
Data Engineer (Data Management),Data Engineer,Sailo Technosoft,"Pune, Maharashtra",(1 openings) What will you do ? What do we expect from you ? Experience: level 1+…,PostedPosted 16 days ago,?,2023-03-15,/rc/clk?jk=d0684b6a2e991f38&fccid=df64f7a33c704798&vjs=3
Software Engineer,Data Engineer,Global Employees,Remote,"Communicating key project data to team members and building cohesion among teams.
Analyzing data to effectively coordinate the installation of new systems or…",EmployerActive 1 day ago,"₹12,00,000 - ₹30,00,000 a year",2023-03-15,/company/Global-Employees/jobs/Software-Engineer-a4d12f70f7499384?fccid=0a420069a8b9978f&vjs=3
Database Engineer – MySQL,Data Engineer,Ring,"Remote in Mumbai, Maharashtra","MySQL Database Engineer will be responsible for maintaining data-warehouse, data pipelines in accordance with the business requirements.",PostedPosted 20 days ago,"From ₹15,00,000 a year",2023-03-15,/company/RING/jobs/Database-Engineer-MySQL-0844eab2731b6272?fccid=9ec3a44a1616bbf6&vjs=3
Data Engineer,Data Engineer,Provenir Inc.,Remote,Manage and scale data pipelines from internal and external data sources to support new product launches and drive data quality across data products.,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=42f66d25cea7b80b&fccid=9c3cd48203ab119b&vjs=3
Data Engineer,Data Engineer,KRS Manpower Solutions Private Limited,"Remote in Badshahpur, Haryana","Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.
The Data Engineer will support our software developers, database…",PostedPosted 30+ days ago,"Up to ₹30,00,000 a year",2023-03-15,/company/KRS-Manpower-Solutions-Private-Limited/jobs/Data-Engineer-b39f652ecc769e12?fccid=654ed5ca85b99a61&vjs=3
2023 University Graduate (U.S.) - Startup Engineer,Data Engineer,Bechtel,Andaman and Nicobar Islands,"Compiles, evaluates the correlates data for procedures and system files;
We provide startup, commissioning, training, operations, and equipment maintenance for…",PostedPosted 30+ days ago,?,2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0D1HrGvM3IO11DU-hdc4u4iftvEi0SlREeNwZASq2ihTw1OyUwQHweFYxnUKMnFMovCpwHHcTHNRPXQkZp6wlv9hovilkw9F2Cn47tTXglv_e9l5OlsluUKAc4OLIuqik9jRxYvA2IKiV9PsRJc_Orqt882u8P4Nj6t7GjSAm9SW_Fkj88hAQXcngD5MyWx80abt0Eq7kv2UR8X8vNURn7JLi3o9bhJXbPOvYuAtiWnS6Er1f6B0sAXrpL0UIYpaaxqEDCmhV7hZekCNja9QYhj7oX01JdRQZAXMsbRvE8kMgaYc7kAFFjcJ2wG2BVNKQgm0vj6wmifmxbwELTYXrivuQ5lpcqzCCeD94xga_5Z7FO2-9y0hAP8_ygmDfHwI0Lu53yl1kBKMDE_elNBUNhg2gj3JlQ3sMonhFgGH9EmalfjllQ5PkjSFWLAiPbf-B-rSk7rP8Wx943tUHy9fHkSpuV77KqJ2eaCUdLAeZD-v9YsqFwnhnoJtReIN9xvTxe952ggiekpvchUlrgRHxhtsKEIuNOIehR1fP5wFqhI1PcUmARqN2gwCCi3riSn1_AOb7n14UUL5wC8uTM_eOjytaTeTrBk14ytlMumf_V66J7z7NjJb-17gJlSaujLz5BpJDs29rkNnlMzZ77dkQPbB7JdLwkBosbgjgUi1Nj-QA==&xkcb=SoBC-_M3Syqj2_gChD0KbzkdCdPP&p=13&fvj=0&vjs=3
Azure data engineer inter india,Data Engineer,Veridic Solutions,+1 locationRemote,"Data from a wide variety of data sources using SQL and Azure ‘big data’ technologies.
Previous experience as a data engineer or in a similar role.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=1f87e6a60cad9a1b&fccid=2e5262cf6ed0d140&vjs=3
Data Engineer,Data Engineer,Sphere IT,"Remote in Bengaluru, Karnataka","Designs and develops data integrations and data quality framework.
Collaborates with analytics and business teams to improve data models that feed business…",PostedPosted 30+ days ago,"₹20,00,000 - ₹25,00,000 a year",2023-03-15,/company/Sphere-IT/jobs/Data-Engineer-d34f47313c3883bf?fccid=9704b5a7e0b8ac06&vjs=3
Market Data Engineer,Data Engineer,Deutsche Bank,"Mumbai, Maharashtra","Documentation of market data content.
An awareness of market data a plus.
Understanding what data we have in the bank and working with vendors to ensure we have…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=b5f3816632c3ab14&fccid=f1d8e147024abb3f&vjs=3
Data Engineer,Data Engineer,Think Future Technologies,"Remote in Gurgaon, Haryana","Extensive hands on experience implementing data migration and data processing using Azure/AWS services.
Skill-sets:Talend | SQL | ETL.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=5ec44518b3444f4a&fccid=a88c8ff1ae4539d3&vjs=3
Senior Data Engineer - MSBI,Data Engineer,Enquero Inc,"Remote in Bengaluru, Karnataka","Hands-on experience in data modelling, programming, querying, data mining and report development using large volumes of granular data to deliver business…",PostedPosted 12 days ago,?,2023-03-15,/rc/clk?jk=ea27b4f71972fc64&fccid=fd522450e8a7dff2&vjs=3
Data Engineer -Synapse,Data Engineer,Response Informatics,India,"Expereince in Azure data management components - ADLS ,Synapse Serverless tables and Synapse Dedicated SQL pool, AZURE SQL.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=2d4a180ed65f2519&fccid=93247fd5fba76538&vjs=3
Data Engineer,Data Engineer,Millennial Hire,"Bengaluru, Karnataka","2+ years in big data engineering and Microsoft Azure.
Experience in supporting BI and Data Science teams in consuming the data in a secure and governed manner.",EmployerActive 7 days ago,"₹8,13,424 - ₹30,00,000 a year",2023-03-15,/company/Millennial-Hire/jobs/Data-Engineer-94f09c075590c0bb?fccid=e1f8f5fa70f720ff&vjs=3
Data Engineer/ETL Developer (Shift 2 pm to 11 pm),Data Engineer,Kaseya,"Bengaluru, Karnataka","Manage and support the data integrity and reliability of data services.
Experience building and optimizing data pipelines, architectures, and data sets.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=77a55d506988f886&fccid=2510fa45f44975fc&vjs=3
Azure Data Engineer,Data Engineer,KPI Partners,India,Strong on SQL Nice to have ADF…,PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=767463f58fface5d&fccid=f1dd3a167ea944b8&vjs=3
Data Engineer,Data Engineer,Wavicle Data Solutions,"Chennai, Tamil Nadu","Analyze and understand complex data.
Knowledge of Azure data lake is required.
Design and implementation of modern data solutions( like Data Lake, Data…",PostedPosted 30+ days ago,"₹5,89,767 - ₹19,66,346 a year",2023-03-15,/company/Wavicle-Data-Solutions/jobs/Data-Engineer-b456a63a8f3c9110?fccid=c6f867b4166b93af&vjs=3
Data engineer inter india,Data Engineer,Veridic Solutions,+1 locationRemote,"Previous experience as a data engineer or in a similar role.
Work with data and analytics experts to strive for greater functionality in our data systems.",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=9bc751683b7cfb6b&fccid=2e5262cf6ed0d140&vjs=3
2023 University Graduate (U.S.) - Startup Engineer,Data Engineer,Bechtel,Andaman and Nicobar Islands,"Compiles, evaluates the correlates data for procedures and system files;
Startup & Operating Services helps maintain Bechtel’s position as a leader in the…",PostedPosted 30+ days ago,?,2023-03-15,/pagead/clk?mo=r&ad=-6NYlbfkN0D1HrGvM3IO11DU-hdc4u4iftvEi0SlREeNwZASq2ihTw1OyUwQHweFYxnUKMnFMovCpwHHcTHNRPXQkZp6wlv9hovilkw9F2Cn47tTXglv_e9l5OlsluUKAc4OLIuqik9jRxYvA2IKiV9PsRJc_Orqt882u8P4Nj7EjODTb4UFH8-0lJpeuhMzXWrF424PzcsTN233Ln8eStKTZma7YLRVM0dXT1eLa-Hh58JykSuSI6hh4pNjJGH1CmdtE3BL51Bg-rq8j-3uhpMw3pB2Gdhmfl3SQqXWtuselg95IKoUmht7o9J6-a9rxCCwDQcfu3Tqv4nrs1getq0Lqe-8aHwR0WI0l8Ih-wu8HBMsuJDzxXDP6Rp0AUBYq9MF1cUrzOOg-D19sTRX9xCY2B9HY7xj9beHJI11gWmUjjtm08f5CYiwRzBuutkuYdwvQPRfHOu1Q8q0aEJqiImR4Uqw74_dHdH6RsVIO7BnZgVzidOFTauu2ZxbYElNvQzcn3aspld77SZKp8x7vQJc8GeKHWTW7yOfc_wqzF0O3khzHJeQQl2X5Vt8wjWfj8wQ9JBpqRmnJd5MBtEdzUDIrPohxd91-JKKUzbtBEV5-nTnznd9_jNcxMVcNRIWqr83YwUtKiONKYOOvgjyTd8vCm1F_6iKZ7TXp_jByMLOXQiCcjT8Iw==&xkcb=SoC4-_M3SyqjStQsRR0PbzkdCdPP&p=13&fvj=0&vjs=3
Data Engineer Associate,Data Engineer,BlackRock,"Hybrid remote in Gurgaon, Gurugram, Haryana","We are looking for data engineers who like to innovate and seek complex problems.
Our engineers design and build large scale data storage, computation and…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=3d5bfda6453931e9&fccid=58c732f14833248a&vjs=3
"Junior Engineer, Quality",Data Engineer,"Cornerstone OnDemand, Inc.",Remote,"Cornerstone takes special care to ensure the security and privacy of the data of its users.
The candidate will work with the quality-engineering group of…",PostedPosted 12 days ago,?,2023-03-15,/rc/clk?jk=e337d4311aa33f74&fccid=8eb06d1dd4f7d0b8&vjs=3
Data Engineer (India Remote),Data Engineer,Token Metrics,"Remote in Mumbai, Maharashtra+3 locations","Implementing proper data validation and data reconciliation methodologies.
Building a data pipeline from different data sources using different data types like…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=62a2187e7cd71ba9&fccid=bdb6ed382ffe4a54&vjs=3
BI Engineer - Data Engineer,Data Engineer,Versatile Staffing Solutions,Remote,"Collaborating with multiple business units, learning their data needs, and creating database ETL and data aggregation designs accordingly;",PostedPosted 30+ days ago,?,2023-03-15,/company/Versatile-Staffing-Solutions/jobs/Bi-Engineer-9132844c203c4052?fccid=36aa919101d9d696&vjs=3
Data Analytics Engineer,Data Engineer,Aptos,"Bengaluru, Karnataka","4+ years of experience in a data related role - data engineering, data analytics.
Some experience in data integration / data engineering - building and…",PostedPosted 14 days ago,?,2023-03-15,/rc/clk?jk=8e182d5483f3dc4f&fccid=4edf6f7283dd42ad&vjs=3
Data Engineer,Data Engineer,METADESIGN SOLUTIONS,Remote,"Work closely with stakeholders to develop scalable and performant solutions for their data requirements, including extraction, transformation and loading of…",PostedPosted 30+ days ago,?,2023-03-15,/rc/clk?jk=bd7bf4d2dc62ce14&fccid=919965a999762ed5&vjs=3
